-12926.192383,-7514.633789,3989.518066,11850.961914,34748.378906,15920.766602,9907.365234
-12935.244141,-7503.391113,3998.369385,11859.879883,34747.039062,15916.631836,9902.023438
-12945.392578,-7493.064453,4013.836670,11880.756836,34746.746094,15910.552734,9894.357422
-12940.609375,-7505.469727,3995.441162,11874.184570,34741.761719,15911.021484,9896.726562
-12921.341797,-7509.694336,3989.920410,11854.224609,34749.453125,15925.863281,9914.629883
-12926.036133,-7505.581543,3993.541260,11850.402344,34750.031250,15923.516602,9912.283203
-12939.111328,-7490.940918,4008.807617,11881.136719,34751.531250,15916.989258,9902.157227
-12930.103516,-7490.672852,4012.607422,11885.897461,34754.792969,15922.174805,9907.007812
-12920.067383,-7508.442383,3994.502441,11853.643555,34754.906250,15926.086914,9913.870117
-12916.558594,-7498.585449,3994.792969,11857.332031,34759.933594,15934.959961,9923.235352
-12922.079102,-7476.345215,4020.475098,11898.481445,34766.191406,15938.715820,9924.553711
-12919.241211,-7468.365723,4029.035889,11905.678711,34778.105469,15943.587891,9929.650391
-12908.109375,-7488.012695,4017.010742,11876.912109,34774.843750,15944.370117,9935.215820
-12905.516602,-7499.054688,4009.522949,11860.662109,34765.187500,15939.564453,9933.583984
-12920.559570,-7486.626953,4010.036865,11877.783203,34762.238281,15928.747070,9920.753906
-12921.140625,-7476.926270,4018.664795,11891.015625,34763.511719,15928.121094,9918.027344
-12912.758789,-7491.857422,4007.980469,11867.748047,34758.503906,15933.149414,9923.011719
-12916.223633,-7507.548340,3993.675537,11842.646484,34744.867188,15927.002930,9918.206055
-12928.449219,-7498.674805,4005.454834,11860.416016,34743.171875,15919.582031,9909.534180
-12932.875000,-7489.532715,4015.647217,11877.380859,34753.250000,15916.296875,9904.035156
-12926.818359,-7502.497070,3996.245850,11858.539062,34752.246094,15917.436523,9906.650391
-12919.106445,-7514.097656,3988.177002,11840.702148,34751.105469,15923.761719,9914.250000
-12924.694336,-7498.004395,4013.724854,11862.606445,34756.558594,15924.410156,9912.663086
-12936.787109,-7487.565918,4013.657959,11880.264648,34752.847656,15915.067383,9902.694336
-12930.238281,-7495.813477,4005.074951,11870.407227,34750.679688,15916.296875,9906.203125
-12920.291016,-7508.487305,3998.011719,11852.302734,34746.097656,15926.265625,9918.094727
-12926.147461,-7502.809570,4002.124512,11851.855469,34742.410156,15924.208984,9917.245117
-12940.743164,-7493.511230,4008.427490,11872.597656,34744.800781,15910.060547,9901.643555
-12935.713867,-7494.875000,4009.589844,11868.060547,34749.898438,15913.905273,9905.242188
-12913.250977,-7504.642578,4005.499512,11852.436523,34754.167969,15931.182617,9926.185547
-12917.921875,-7505.514160,4000.358643,11849.106445,34750.679688,15925.214844,9921.670898
-12930.081055,-7490.046875,4013.099121,11879.683594,34754.414062,15919.694336,9912.305664
-12925.700195,-7488.080078,4014.373047,11882.857422,34756.359375,15927.382812,9918.608398
-12918.167969,-7503.994629,3999.911621,11859.432617,34752.222656,15933.596680,9927.482422
-12918.324219,-7503.815430,3998.816406,11858.672852,34750.792969,15933.127930,9927.996094
-12927.309570,-7483.609863,4019.871582,11879.459961,34754.792969,15925.483398,9919.279297
-12926.036133,-7478.916016,4032.142822,11889.138672,34762.414062,15931.473633,9925.425781
-12912.758789,-7492.572754,4011.534424,11865.736328,34763.687500,15939.944336,9934.746094
-12911.529297,-7494.808105,4008.517090,11853.442383,34754.347656,15938.939453,9933.360352
-12924.001953,-7476.412598,4027.091309,11882.477539,34755.976562,15934.312500,9926.431641
-12934.820312,-7473.729980,4026.688965,11895.217773,34760.468750,15931.205078,9920.843750
-12906.634766,-7484.973145,4026.107910,11885.495117,34775.246094,15950.807617,9940.423828
-12896.754883,-7500.798340,4011.087402,11861.980469,34765.320312,15950.539062,9942.144531
-12908.825195,-7486.649414,4013.613281,11877.761719,34759.285156,15941.173828,9933.360352
-12921.319336,-7477.105469,4024.096191,11892.446289,34760.359375,15931.451172,9924.710938
-12906.298828,-7484.525879,4019.536377,11875.816406,34766.976562,15940.906250,9935.998047
-12901.001953,-7498.428711,4007.310059,11854.045898,34762.863281,15943.074219,9938.970703
-12928.606445,-7501.603027,4004.940674,11851.654297,34743.347656,15920.006836,9913.802734
-12932.205078,-7487.655273,4017.927002,11873.715820,34748.601562,15918.710938,9911.053711
-12920.738281,-7495.053711,4010.819336,11865.042969,34751.261719,15924.231445,9916.752930
-12914.099609,-7511.549316,3994.792969,11842.915039,34745.941406,15928.031250,9919.971680
-12921.789062,-7501.290039,4000.895020,11850.760742,34744.644531,15922.755859,9912.796875
-12939.916016,-7499.099609,4003.197266,11861.712891,34734.968750,15904.495117,9894.826172
-12939.446289,-7511.393066,3994.055420,11853.218750,34731.300781,15902.953125,9894.245117
-12929.522461,-7520.892578,3987.752197,11832.230469,34735.101562,15912.340820,9902.961914
-12934.440430,-7515.952637,3990.970947,11837.684570,34736.910156,15909.323242,9899.945312
-12946.219727,-7507.414062,3997.899902,11849.240234,34730.789062,15898.415039,9886.355469
-12937.300781,-7505.536621,4003.934814,11848.659180,34730.453125,15903.376953,9892.122070
-12928.807617,-7517.986816,3983.550049,11832.700195,34718.718750,15906.372070,9899.274414
-12932.338867,-7521.786621,3976.062256,11828.095703,34716.191406,15903.891602,9895.876953
-12945.616211,-7513.672852,3990.546143,11841.954102,34722.160156,15893.520508,9883.248047
-12944.050781,-7507.973145,3997.832764,11852.772461,34728.484375,15898.326172,9888.411133
-12925.946289,-7513.337402,3990.523926,11836.723633,34738.476562,15916.363281,9907.097656
-12914.278320,-7514.857422,3989.763916,11830.979492,34738.542969,15922.420898,9914.629883
-12933.814453,-7509.381348,4002.638428,11846.379883,34725.246094,15905.992188,9897.597656
-12943.828125,-7499.948730,4001.431396,11859.477539,34723.878906,15901.588867,9891.584961
-12933.702148,-7509.313965,3993.675537,11846.782227,34727.523438,15911.714844,9902.559570
-12923.062500,-7518.590332,3988.936768,11833.102539,34728.843750,15921.839844,9914.428711
-12933.769531,-7503.949707,4001.856201,11853.554688,34731.925781,15916.945312,9908.393555
-12939.581055,-7489.376465,4015.289551,11871.324219,34737.449219,15914.508789,9905.420898
-12935.423828,-7504.307129,4007.667725,11853.442383,34732.687500,15920.163086,9910.897461
-12924.024414,-7514.723145,3991.954346,11837.975586,34729.402344,15926.555664,9919.166992
-12918.592773,-7498.384277,4002.102051,11854.739258,34738.632812,15929.126953,9923.302734
-12933.098633,-7490.069336,4013.881348,11870.295898,34735.546875,15917.011719,9909.265625
-12924.203125,-7496.037109,4011.847412,11863.299805,34739.281250,15924.611328,9919.055664
-12913.875977,-7508.330566,3997.341064,11841.796875,34733.312500,15928.388672,9926.521484
-12925.320312,-7507.280273,4001.565674,11839.696289,34726.808594,15921.370117,9919.435547
-12932.450195,-7491.298828,4021.346924,11867.635742,34740.511719,15919.000977,9913.780273
-12927.264648,-7495.143066,4012.003906,11869.111328,34734.675781,15920.655273,9913.646484
-12916.669922,-7507.637695,3993.943604,11844.054688,34733.582031,15925.237305,9918.787109
-12922.750000,-7512.197754,3994.100098,11837.528320,34733.113281,15917.883789,9912.461914
-12936.943359,-7502.340332,4004.739502,11859.432617,34730.050781,15909.926758,9902.493164
-12935.713867,-7499.255859,4005.074951,11862.495117,34730.562500,15913.055664,9903.074219
-12922.660156,-7511.057617,3993.764893,11840.344727,34728.417969,15920.297852,9910.875000
-12918.100586,-7511.974121,3994.055420,11834.264648,34725.960938,15919.202148,9912.193359
-12931.579102,-7503.234375,3998.257568,11848.591797,34725.734375,15908.943359,9902.157227
-12939.603516,-7506.251953,3994.837646,11847.944336,34728.304688,15901.947266,9895.250977
-12927.868164,-7520.132324,3993.943604,11832.610352,34723.968750,15908.428711,9903.230469
-12922.861328,-7522.725098,3980.420898,11817.433594,34718.761719,15907.691406,9904.817383
-12931.914062,-7512.733887,3990.322754,11836.455078,34719.679688,15901.544922,9896.837891
-12933.925781,-7502.072266,4004.895996,11859.387695,34722.964844,15904.293945,9899.207031
-12918.324219,-7506.542480,4001.498535,11844.658203,34723.949219,15918.554688,9915.769531
-12915.642578,-7520.601562,3993.787109,11827.849609,34715.632812,15917.481445,9913.802734
-12927.645508,-7511.549316,3994.189453,11844.569336,34719.433594,15909.188477,9904.952148
-12935.110352,-7506.453125,3997.586914,11859.142578,34725.578125,15904.047852,9899.050781
-12928.986328,-7514.991699,3990.993164,11846.536133,34723.031250,15909.077148,9904.593750
-12914.859375,-7518.679688,3989.249756,11833.661133,34725.421875,15919.828125,9917.536133
-12915.418945,-7510.208008,3999.285645,11840.568359,34726.742188,15919.470703,9917.959961
-12930.729492,-7504.329590,3999.151611,11854.158203,34722.250000,15908.697266,9907.097656
-12927.198242,-7513.851562,3998.659912,11846.066406,34718.917969,15910.731445,9910.651367
-12927.108398,-7529.095215,3986.589844,11830.844727,34714.472656,15913.927734,9913.132812
-12930.259766,-7517.137207,3987.372314,11838.310547,34715.835938,15913.502930,9911.679688
